"ITEM_ID","ITEM_01_CD","ITEM_01_DSC","ITEM_02_CD","ITEM_02_DSC","ITEM_03_CD","ITEM_03_DSC","ITEM_TYPE_CD","ITEM_TYPE_DSC","BRAND_FAMILY_CD","BRAND_FAMILY_DSC","BRAND_CD","BRAND_DSC","SUB_BRAND_CD","SUB_BRAND_DSC","ITEM_PACK_TYPE_CD","ITEM_PACK_TYPE_DSC","GL_CLASS_CD","GL_CLASS_DSC","ITEM_SIZE_CD","ITEM_SIZE_DSC","MASTER_SKU_CD","MASTER_SKU_DSC","BEV_SEG_CD","MASTER_PKG_CD","MASTER_PKG_DSC","BEV_SEG_DSC","ALC_CONTENT_CD","ALC_CONTENT_DSC","BRAND_OWNER_CD","BRAND_OWNER_DSC","ITEM_PACK_CD","ITEM_PACK_DSC","ALCOHOL_PERCENT_LABEL_CD","ALCOHOL_PERCENT_LABEL_DSC","BEER_PROFILE_CD","BEER_PROFILE_DSC","ABV","IBU","BEER_PACKAGE_CD","BEER_PACKAGE_DSC","PACKAGE_FORMAT_CD","PACKAGE_FORMAT_DSC","BEER_STYLE_CD","BEER_STYLE_DSC","CASE_PACK_CD","CASE_PACK_DSC","STOCK_TYPE_CD","STOCK_TYPE_DSC","CONTAINER_ID_CD","CONTAINER_ID_DSC","COUNTRY_CD","COUNTRY_DSC","COMPONENT_SUB_TYPE_CD","COMPONENT_SUB_TYPE_DSC","UOM_PRIM_CD","UOM_PRIM_DSC"
1454,"10158","CORONITA 7OZ 6PK DEP BT","10158","DEP BT","10158","CORONITA 7OZ 6PK BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1229","CORONITA","131","7/24 (BEER)","1003","FG -  BEER - MODELO -CASE","539","7 OUNCE (BEER)","80013968","CORONITA 7OZ 6PK BT","101","228-539-100","CORONA EXTRA 7OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"386","6/7B","103","MULTI-PACK","122","OTHER PALE LAGERS","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1457,"10159","CORONA LT 6PK DEP BT","10159","DEP BT","10159","CORONA LIGHT 6PK BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013478","CORONA LT 6PK BT","101","229-556-100","CORONA LIGHT 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","101","LIGHT",4.1,18,"373","6/12B","103","MULTI-PACK","117","LIGHT BEER","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1458,"10160","CORONA LT 12PK DEP BT","10160","DEP BT","10160","CORONA LIGHT 12PK BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013464","CORONA LT 12PK BT","101","229-556-100","CORONA LIGHT 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","101","LIGHT",4.1,18,"221","12/12B","103","MULTI-PACK","117","LIGHT BEER","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1459,"10161","MODELO NEGRA 6PK DEP BT","10161","DEP BT","10161","NEGRA MODELO BEER 6PK BT DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013977","MODELO NEGRA 6PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",5.4,,"373","6/12B","103","MULTI-PACK","101","AMBER LAGER","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1463,"10163","MODELO ESP 6PK DEP CAN","10163","DEP CAN","10163","MODELO ESPECIAL 6PK CAN DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2023","MODELO ESPECIAL CAN","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013970","MODELO ESP 6PK CAN","101","416-556-101","MODELO ESPECIAL 12OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"295","24/12C","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
1465,"10164","MODELO ESP 12PK DEP CAN","10164","DEP CAN","10164","MODELO ESPECIAL 12PK CAN DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2023","MODELO ESPECIAL CAN","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013518","MODELO ESP 12PK CAN","101","416-556-101","MODELO ESPECIAL 12OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"222","12/12C","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
1467,"10165","PACIFICO 6PK DEP BT","10165","DEP BT","10165","PACIFICO 6PK BT DEP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013971","PACIFICO 6PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"373","6/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1468,"10166","PACIFICO 12PK DEP BT","10166","DEP BT","10166","PACIFICO 12PK BT DEP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013972","PACIFICO 12PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"221","12/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1448,"10151","CORONA EX 6PK DEP CAN","10151","DEP CAN","10151","CORONA EXTRA 6PK CAN DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1228","CORONA EXTRA CAN","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013458","CORONA EX 6PK CAN","101","228-556-101","CORONA EXTRA 12OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"295","24/12C","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
1450,"10155","CORONA EX 12PK DEP BT","10155","DEP BT","10155","CORONA EXTRA 12PK BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1231","CORONA EXTRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013435","CORONA EX 12PK BT","101","228-556-100","CORONA EXTRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"221","12/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
1452,"10157","CORONA EX 24OZ DEP BT","10157","DEP BT","10157","CORONA EXTRA 24OZ BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1231","CORONA EXTRA BT","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80013444","CORONA EX 24OZ BT","101","228-541-100","CORONA EXTRA 24OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"234","12/24B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
4285,"114221","MODELO ESP 24OZ DEP CAN","114221","DEP CAN","114221","MODELO ESPECIAL 24OZ CAN DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2023","MODELO ESPECIAL CAN","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80013522","MODELO ESP 24OZ CAN","101","416-541-101","MODELO ESPECIAL 24OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","102","REGULAR",4.4,,"235","12/24C","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
4882,"115553","PACIFICO 24OZ DEP BT","115553","DEP BT","115553","PACIFICO 24OZ BT DEP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80014001","PACIFICO 24OZ BT","101","471-541-100","PACIFICO 24OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","","",4.4,,"","","","","","","","","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7392,"124014","CORONA LT 24PK NDP BT","124014","NDP BT","124014","CORONA LIGHT 24LSE BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013473","CORONA LT 24PK BT","101","229-556-100","CORONA LIGHT 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","101","LIGHT",4.1,18,"294","24/12B","103","MULTI-PACK","117","LIGHT BEER","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7393,"124015","PACIFICO 24PK NDP BT","124015","NDP BT","124015","PACIFICO 24LSE BT NDP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013985","PACIFICO 24PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"294","24/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7394,"124016","MODELO NEGRA 12PK NDP BT","124016","NDP BT","124016","NEGRA MODELO BEER 12PK BT NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013986","MODELO NEGRA 12PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",5.4,,"221","12/12B","103","MULTI-PACK","101","AMBER LAGER","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7395,"124017","MODELO ESP 12PK NDP BT","124017","NDP BT","124017","MODELO ESPECIAL 12PK BT NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2024","MODELO ESPECIAL BOTTLE","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013517","MODELO ESP 12PK BT","101","416-556-100","MODELO ESPECIAL 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"221","12/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7399,"124021","CORONA LT 24OZ DEP BT","124021","DEP BT","124021","CORONA LIGHT 24OZ BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80013471","CORONA LT 24OZ BT","101","229-541-100","CORONA LIGHT 24OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","","",,,"","","","","","","","","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7401,"124023","CORONITA 7OZ 24PK DEP BT","124023","DEP BT","124023","CORONITA 7OZLSE BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1229","CORONITA","131","7/24 (BEER)","1003","FG -  BEER - MODELO -CASE","539","7 OUNCE (BEER)","80014002","CORONITA 7OZ 24PK BT","101","228-539-100","CORONA EXTRA 7OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"305","24/7B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7402,"124024","MODELO NEGRA 6 NDP BT","124024","NDP BT","124024","NEGRA MODELO ALE 6PK BT NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013977","MODELO NEGRA 6PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","105","6","146","> 3.2%","102","REGULAR",,,"373","6/12B","103","MULTI-PACK","101","AMBER LAGER","103","4 PACK","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7396,"124018","MODELO ESP 24OZ NDP CAN","124018","NDP CAN","124018","MODELO ESPECIAL 24OZ CAN NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2023","MODELO ESPECIAL CAN","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80013522","MODELO ESP 24OZ CAN","101","416-541-101","MODELO ESPECIAL 24OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","102","REGULAR",4.4,,"235","12/24C","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
7397,"124019","PACIFICO 24OZ NDP BT","124019","NDP BT","124019","PACIFICO 24OZ BT NDP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80014001","PACIFICO 24OZ BT","101","471-541-100","PACIFICO 24OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","","",,,"","","","","","","","","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7398,"124020","CORONA LT 24OZ NDP BT","124020","NDP BT","124020","CORONA LIGHT 24OZ BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","192","24/12 (BEER)","1003","FG -  BEER - MODELO -CASE","541","24 OUNCE (BEER)","80013471","CORONA LT 24OZ BT","101","229-541-100","CORONA LIGHT 24OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","143","12 (BEER)","146","> 3.2%","","",,,"","","","","","","","","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7400,"124022","CORONITA 7OZ 24PK NDP BT","124022","NDP BT","124022","CORONITA 7OZLSE BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1229","CORONITA","131","7/24 (BEER)","1003","FG -  BEER - MODELO -CASE","539","7 OUNCE (BEER)","80014002","CORONITA 7OZ 24PK BT","101","228-539-100","CORONA EXTRA 7OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"305","24/7B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7480,"12576","MODELO NEGRA 12PK DEP BT","12576","DEP BT","12576","NEGRA MODELO BEER 12PK  BT DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013986","MODELO NEGRA 12PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",5.4,,"221","12/12B","103","MULTI-PACK","101","AMBER LAGER","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7384,"124006","CORONA LT 12PK NDP BT","124006","NDP BT","124006","CORONA LIGHT 12PK BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013464","CORONA LT 12PK BT","101","229-556-100","CORONA LIGHT 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","101","LIGHT",4.1,18,"221","12/12B","103","MULTI-PACK","117","LIGHT BEER","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7385,"124007","MODELO NEGRA 6PK NDP BT","124007","NDP BT","124007","NEGRA MODELO BEER 6PK BT NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013977","MODELO NEGRA 6PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",5.4,,"373","6/12B","103","MULTI-PACK","101","AMBER LAGER","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7386,"124008","MODELO ESP 6PK NDP BT","124008","NDP BT","124008","MODELO ESPECIAL 6PK BT NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2024","MODELO ESPECIAL BOTTLE","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013978","MODELO ESP 6PK BT","101","416-556-100","MODELO ESPECIAL 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"373","6/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7387,"124009","MODELO ESP 6PK NDP CAN","124009","NDP CAN","124009","MODELO ESPECIAL 6PK CAN NDP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2023","MODELO ESPECIAL CAN","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013970","MODELO ESP 6PK CAN","101","416-556-101","MODELO ESPECIAL 12OZ CAN","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"295","24/12C","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","101","CAN(S)","225","MEXICO","259","CAN","CA","CASE"
7481,"12577","MODELO ESP 12PK DEP BT","12577","DEP BT","12577","MODELO ESPECIAL 12PK BT DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","416","MODELO ESPECIAL","2024","MODELO ESPECIAL BOTTLE","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013517","MODELO ESP 12PK BT","101","416-556-100","MODELO ESPECIAL 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,,"221","12/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7389,"124011","PACIFICO 6PK NDP BT","124011","NDP BT","124011","PACIFICO 6PK BT NDP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013971","PACIFICO 6PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"373","6/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7390,"124012","PACIFICO 12PK NDP BT","124012","NDP BT","124012","PACIFICO 12PK BT NDP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013972","PACIFICO 12PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"221","12/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","101","2 PACK","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7391,"124013","CORONA EX 24PK NDP BT","124013","NDP BT","124013","CORONA EXTRA 24LSE BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1231","CORONA EXTRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013447","CORONA EX 24PK BT","101","228-556-100","CORONA EXTRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"294","24/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7405,"124027","MODELO NEGRA 12PK ALE BT","124027","ALE BT","124027","NEGRA MODELO ALE 12PK BT DEP","102","FINISHED GOODS - CASE","737","MODELO FAMILY","437","MODELO NEGRA","1558","MODELO NEGRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013986","MODELO NEGRA 12PK BT","101","437-556-100","MODELO NEGRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","139","12 PACK (BEER)","146","> 3.2%","102","REGULAR",,,"221","12/12B","103","MULTI-PACK","101","AMBER LAGER","101","2 PACK","O","OBSOLETE","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7469,"12545","CORONA EX 24PK DEP BT","12545","DEP BT","12545","CORONA EXTRA 24LSE BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1231","CORONA EXTRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013447","CORONA EX 24PK BT","101","228-556-100","CORONA EXTRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"294","24/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7470,"12547","CORONA LT 24PK DEP BT","12547","DEP BT","12547","CORONA LIGHT 24LSE BT DEP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","229","CORONA LIGHT","1233","CORONA LIGHT BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013473","CORONA LT 24PK BT","101","229-556-100","CORONA LIGHT 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","101","LIGHT",4.1,18,"294","24/12B","103","MULTI-PACK","117","LIGHT BEER","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7472,"12550","PACIFICO 24PK DEP BT","12550","DEP BT","12550","PACIFICO 24LSE BT DEP","102","FINISHED GOODS - CASE","738","PACIFICO FAMILY","471","PACIFICO","1614","PACIFICO BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013985","PACIFICO 24PK BT","101","471-556-100","PACIFICO 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","141","24 PACK (BEER)","146","> 3.2%","102","REGULAR",4.4,18,"294","24/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","100","1 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
7379,"124001","CORONA EX 6PK NDP BT","124001","NDP BT","124001","CORONA EXTRA 6PK BT NDP","102","FINISHED GOODS - CASE","736","CORONA FAMILY","228","CORONA EXTRA","1231","CORONA EXTRA BT","109","12/24 (BEER)","1003","FG -  BEER - MODELO -CASE","556","12 OUNCE (BEER)","80013457","CORONA EX 6PK BT","101","228-556-100","CORONA EXTRA 12OZ BT","BEER","146","> 3.2%","101","CROWN IMPORTS","138","6 PACK (BEER)","146","> 3.2%","102","REGULAR",4.6,18,"373","6/12B","103","MULTI-PACK","122","OTHER PALE LAGERS","103","4 PACK","S","STOCK END-ITEM","100","BOTTLE","225","MEXICO","028","OTHER GLASS","CA","CASE"
